name,begin,length,end,BLAST,BLAST score,refseq,reverse complement,polymerase type,polymerase type support,polymerase subtype,polymerase subtype support,capsid type,capsid type support,capsid subtype,capsid subtype support
KY421155.1,5084,2408,7492,Caliciviridae Norovirus GII,73.52941,NC_029646,FALSE,,,,,GII.2,100.0,,
KY421154.1,5084,2408,7492,Caliciviridae Norovirus GII,73.08066,NC_029646,FALSE,,,,,GII.2,100.0,,
KY421149.1,5084,2408,7492,Caliciviridae Norovirus GII,73.62429,NC_029646,FALSE,,,,,GII.2,100.0,,
KY421147.1,5084,2408,7492,Caliciviridae Norovirus GII,73.11089,NC_029646,FALSE,,,,,GII.2,100.0,,
KY421146.1,5084,2408,7492,Caliciviridae Norovirus GII,73.08066,NC_029646,FALSE,,,,,GII.2,100.0,,
KY421145.1,5084,2408,7492,Caliciviridae Norovirus GII,73.08066,NC_029646,FALSE,,,,,GII.2,100.0,,
KX158285.1,284,7356,7646,Caliciviridae Norovirus GII,84.62332,NC_029646,TRUE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
KX158282.1,21,7491,7515,Caliciviridae Norovirus GII,87.52335,NC_029646,TRUE,GII.P7,100.0,,,GII.6,100.0,,
JF697282.1,4299,2009,6308,Caliciviridae Norovirus GII,80.060425,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.3,100.0,,
HQ688986.1,4210,3307,7518,Caliciviridae Norovirus GII,88.5697,NC_029646,FALSE,GII.P33 (GII.Pg),100.0,,,GII.12,100.0,,
HM590583.1,5084,2382,7469,Caliciviridae Norovirus GII,66.38442,NC_029646,FALSE,,,,,GII.4,100.0,Den_Haag_2006b,100.0
HQ637267.1,4552,3177,7720,Caliciviridae Norovirus GI,72.27488,NC_001959,FALSE,GI.P9,100.0,,,GI.9,100.0,,
AY038600.3,4317,3241,7564,Caliciviridae Norovirus GII,77.24719,NC_029646,FALSE,GII.P4,100.0,US95_96,100.0,GII.4,100.0,US95_96,100.0
AY038599.2,4232,3290,7522,Caliciviridae Norovirus GII,73.711655,NC_029646,FALSE,GII.P7,100.0,,,GII.9,100.0,,
HQ005299.1,4467,2240,6713,Caliciviridae Norovirus GII,76.979744,NC_029646,FALSE,GII.P4,99.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
HQ005298.1,4467,2240,6713,Caliciviridae Norovirus GII,76.861534,NC_029646,FALSE,GII.P4,99.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
HQ005297.1,4467,2240,6713,Caliciviridae Norovirus GII,76.260765,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
HQ005296.1,4467,2240,6713,Caliciviridae Norovirus GII,76.93727,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
HQ005295.1,4467,2240,6713,Caliciviridae Norovirus GII,76.81427,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
HQ005294.1,4467,2240,6713,Caliciviridae Norovirus GII,76.87577,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
AB972498.1,4,7509,7519,Caliciviridae Norovirus GII,85.1633,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
AB972497.1,4,7509,7519,Caliciviridae Norovirus GII,85.13048,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
AB972496.1,4,7509,7519,Caliciviridae Norovirus GII,85.31101,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
AB933729.1,4,7506,7516,Caliciviridae Norovirus GII,84.966354,NC_029646,FALSE,GII.P4,100.0,Apeldoorn_2007,100.0,GII.4,100.0,Apeldoorn_2007,100.0
AB933728.1,4,7467,7477,Caliciviridae Norovirus GII,88.595345,NC_029646,FALSE,GII.P12,100.0,,,GII.4,100.0,Asia_2003,96.0
AB933727.1,4,7509,7516,Caliciviridae Norovirus GII,83.96302,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB933726.1,4,7509,7516,Caliciviridae Norovirus GII,83.980194,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB933725.1,4,7509,7516,Caliciviridae Norovirus GII,84.04408,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB933724.1,4,7509,7516,Caliciviridae Norovirus GII,83.899254,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
KJ678134.1,5084,2429,7519,Caliciviridae Norovirus GII,68.31195,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
HQ317203.1,0,7380,7382,Caliciviridae Norovirus GV,87.51016,NC_008311,FALSE,,,,,,,,
KP407451.1,0,7691,7682,Caliciviridae Norovirus GI,73.51139,NC_001959,FALSE,GI.P11 (GI.Pb),100.0,,,GI.6,100.0,,
AB810014.1,4438,2261,6699,Caliciviridae Norovirus GII,76.94848,NC_029646,FALSE,GII.P16,100.0,,,GII.13,100.0,,
AB810007.1,4433,2230,6663,Caliciviridae Norovirus GII,77.191826,NC_029646,FALSE,GII.P16,100.0,,,GII.13,100.0,,
AB810006.1,4435,2254,6689,Caliciviridae Norovirus GII,77.191826,NC_029646,FALSE,GII.P16,100.0,,,GII.13,100.0,,
AB810004.1,4393,2292,6685,Caliciviridae Norovirus GII,76.97242,NC_029646,FALSE,GII.P16,100.0,,,GII.13,100.0,,
AB810001.1,4417,2279,6696,Caliciviridae Norovirus GII,77.068405,NC_029646,FALSE,GII.P16,100.0,,,GII.13,100.0,,
AB810000.1,4535,2129,6664,Caliciviridae Norovirus GII,76.64079,NC_029646,FALSE,GII.P16,100.0,,,GII.13,100.0,,
AB809999.1,4445,2213,6658,Caliciviridae Norovirus GII,76.94352,NC_029646,FALSE,GII.P16,100.0,,,GII.13,100.0,,
AB809998.1,4393,2282,6675,Caliciviridae Norovirus GII,75.33685,NC_029646,FALSE,GII.P16,100.0,,,GII.13,100.0,,
KJ685404.1,74,4250,4324,Caliciviridae Norovirus GII,82.46647,NC_029646,FALSE,,,,,,,,
KJ685403.1,4,7509,7519,Caliciviridae Norovirus GII,84.81864,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
KJ685402.1,63,7450,7513,Caliciviridae Norovirus GII,85.28212,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,Sydney_2012,100.0
KJ451060.1,3385,3582,6973,Caliciviridae Norovirus GII,81.23157,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
KJ451059.1,3385,4121,7512,Caliciviridae Norovirus GII,81.17171,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
KJ433970.1,5084,2423,7513,Caliciviridae Norovirus GII,68.213234,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ433969.1,5084,2423,7513,Caliciviridae Norovirus GII,68.213234,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ433968.1,5084,2429,7519,Caliciviridae Norovirus GII,68.60809,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ156329.1,3818,3723,7544,Caliciviridae Norovirus GII,75.348434,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
KJ145323.1,3381,4169,7550,Caliciviridae Norovirus GII,79.781845,NC_029646,FALSE,GII.P21 (GII.Pb),100.0,,,GII.3,100.0,,
KJ131175.1,3409,4005,7399,Caliciviridae Norovirus GII,73.49629,NC_029646,FALSE,GII.P40,100.0,,,GII.5,100.0,,
KM198557.1,4,7443,7450,Caliciviridae Norovirus GII,83.947075,NC_029646,FALSE,GII.P4,99.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
KJ196279.1,0,7559,7565,Caliciviridae Norovirus GII,85.28784,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
KJ196278.1,6,7529,7532,Caliciviridae Norovirus GII,88.04403,NC_029646,FALSE,GII.P7,100.0,,,GII.14,100.0,,
KJ196277.1,-36,7554,7503,Caliciviridae Norovirus GII,70.388176,NC_029646,FALSE,GII.P40,100.0,,,GII.5,100.0,,
KJ196276.1,0,7491,7491,Caliciviridae Norovirus GII,90.23111,NC_029646,FALSE,GII.P12,100.0,,,GII.13,100.0,,
KJ716369.1,5084,2423,7513,Caliciviridae Norovirus GII,68.213234,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716368.1,5084,2429,7519,Caliciviridae Norovirus GII,68.41066,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716367.1,5084,2429,7519,Caliciviridae Norovirus GII,68.31195,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716366.1,5084,2429,7519,Caliciviridae Norovirus GII,68.50938,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716365.1,5084,2429,7519,Caliciviridae Norovirus GII,68.41066,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716364.1,5084,2429,7519,Caliciviridae Norovirus GII,68.50938,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716363.1,5084,2429,7519,Caliciviridae Norovirus GII,68.41066,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716362.1,5084,2429,7519,Caliciviridae Norovirus GII,68.213234,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716361.1,5084,2429,7519,Caliciviridae Norovirus GII,68.50938,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716360.1,5084,2429,7519,Caliciviridae Norovirus GII,68.213234,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716359.1,5084,2429,7519,Caliciviridae Norovirus GII,68.213234,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KJ716358.1,5084,2429,7519,Caliciviridae Norovirus GII,68.31195,NC_029646,FALSE,,,,,GII.4,100.0,Sydney_2012,100.0
KF429763.1,4,5885,5889,Caliciviridae Norovirus GII,85.301125,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,95.0
KF429791.1,66,7444,7513,Caliciviridae Norovirus GII,83.56142,NC_029646,FALSE,GII.P4,100.0,Apeldoorn_2007,100.0,GII.4,100.0,Apeldoorn_2007,95.0
KF429790.1,4,7509,7516,Caliciviridae Norovirus GII,83.62069,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,New_Orleans_2009,88.0
KF429788.1,4,7503,7513,Caliciviridae Norovirus GII,84.68735,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,99.0,GII.4,100.0,New_Orleans_2009,100.0
KF429787.1,4,7506,7516,Caliciviridae Norovirus GII,84.528305,NC_029646,FALSE,GII.P4,100.0,Could not assign,,GII.4,100.0,Could not assign,
KF429782.1,47,7466,7519,Caliciviridae Norovirus GII,84.49074,NC_029646,FALSE,GII.P4,100.0,Apeldoorn_2007,100.0,GII.4,100.0,Apeldoorn_2007,100.0
KF429778.1,4,7509,7519,Caliciviridae Norovirus GII,84.63811,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
KF429777.1,4,7509,7516,Caliciviridae Norovirus GII,84.02679,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,Den_Haag_2006b,100.0
KF429776.1,4,7509,7519,Caliciviridae Norovirus GII,84.65582,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,New_Orleans_2009,81.0
KF429775.1,4,4322,4326,Caliciviridae Norovirus GII,87.96854,NC_029646,FALSE,,,,,,,,
KF429768.1,4,7503,7510,Caliciviridae Norovirus GII,83.517006,NC_029646,FALSE,GII.P4,100.0,Apeldoorn_2007,100.0,GII.4,100.0,Apeldoorn_2007,82.0
KF429766.1,4,7509,7519,Caliciviridae Norovirus GII,84.556046,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
KF429762.1,4,7481,7491,Caliciviridae Norovirus GII,84.42583,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,97.0,GII.4,100.0,New_Orleans_2009,81.0
KF429760.1,4,7506,7516,Caliciviridae Norovirus GII,84.528305,NC_029646,FALSE,GII.P4,100.0,Could not assign,,GII.4,100.0,Could not assign,
KF429759.1,4,4326,4330,Caliciviridae Norovirus GII,87.42487,NC_029646,FALSE,,,,,,,,
HF952123.1,0,7559,7565,Caliciviridae Norovirus GII,84.89421,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,99.0,GII.4,100.0,New_Orleans_2009,100.0
HF952121.1,0,7559,7562,Caliciviridae Norovirus GII,84.02235,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
HF952120.1,0,7559,7565,Caliciviridae Norovirus GII,84.779396,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,97.0
HF952119.1,0,7559,7565,Caliciviridae Norovirus GII,84.97622,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
KC715794.1,4026,3533,7565,Caliciviridae Norovirus GII,78.4058,NC_029646,FALSE,GII.P4,100.0,Hunter_2004,96.0,GII.4,100.0,Hunter_2004,100.0
KC175391.1,2,7511,7516,Caliciviridae Norovirus GII,83.95219,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
KC175390.1,2,7511,7516,Caliciviridae Norovirus GII,84.07968,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
KC175389.1,2,7511,7516,Caliciviridae Norovirus GII,84.031876,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
KC175388.1,2,7511,7516,Caliciviridae Norovirus GII,84.031876,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
KC175387.1,2,7511,7519,Caliciviridae Norovirus GII,84.840034,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
KC175386.1,2,7511,7519,Caliciviridae Norovirus GII,84.93847,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
KC175385.1,2,7511,7519,Caliciviridae Norovirus GII,84.95488,NC_029646,FALSE,GII.P4,99.0,New_Orleans_2009,100.0,GII.4,100.0,New_Orleans_2009,100.0
JN899243.1,4686,3064,7735,Caliciviridae Norovirus GI,71.18035,NC_001959,FALSE,GI.P7,100.0,,,GI.7,100.0,,
JN899242.1,5041,2447,7488,Caliciviridae Norovirus GII,74.80663,NC_029646,FALSE,,,,,GII.13,100.0,,
GQ850882.1,4299,3267,7566,Caliciviridae Norovirus GII,79.46815,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Osaka_2007,100.0
L23830.1,4232,2496,6728,Caliciviridae Norovirus GII,74.35898,NC_029646,FALSE,GII.P3,100.0,,,GII.3,100.0,,
L23828.1,4505,2516,7021,Caliciviridae Norovirus GI,87.201904,NC_001959,FALSE,GI.P1,100.0,,,GI.1,100.0,,
HD114109.1,5357,2250,7607,Caliciviridae Norovirus GI,74.826935,NC_001959,FALSE,,,,,GI.1,100.0,,
AB541359.1,4,7509,7519,Caliciviridae Norovirus GII,85.099396,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541358.1,4,7509,7516,Caliciviridae Norovirus GII,84.36352,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541357.1,4,7512,7516,Caliciviridae Norovirus GII,84.050354,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541356.1,4,7509,7516,Caliciviridae Norovirus GII,84.15588,NC_029646,FALSE,GII.P4,100.0,Apeldoorn_2007,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541355.1,4,7509,7516,Caliciviridae Norovirus GII,84.12243,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541354.1,4,7509,7516,Caliciviridae Norovirus GII,84.28366,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541353.1,4,7509,7516,Caliciviridae Norovirus GII,84.07461,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541352.1,4,7509,7516,Caliciviridae Norovirus GII,84.267685,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541351.1,4,7509,7516,Caliciviridae Norovirus GII,84.23575,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AY237422.3,0,7429,7429,Caliciviridae Sapovirus GI,90.872375,NC_006269,FALSE,,,,,GI.1,100.0,,
AB365435.1,0,7627,7627,Caliciviridae Norovirus GII,81.29303,NC_029646,FALSE,GII.P21 (GII.Pb),100.0,,,GII.3,100.0,,
AB294794.1,4285,2422,6710,Caliciviridae Norovirus GII,75.35353,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB294793.1,4285,2422,6710,Caliciviridae Norovirus GII,75.50505,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB294792.1,4285,2422,6707,Caliciviridae Norovirus GII,81.76895,NC_029646,FALSE,GII.P12,100.0,,,GII.4,100.0,Asia_2003,100.0
AB294791.1,4285,2422,6713,Caliciviridae Norovirus GII,79.69095,NC_029646,FALSE,GII.P12,100.0,,,GII.4,100.0,Asia_2003,100.0
AB294790.1,4285,2422,6713,Caliciviridae Norovirus GII,77.37307,NC_029646,FALSE,GII.P4,100.0,Yerseke_2006a,91.0,GII.4,100.0,Yerseke_2006a,100.0
AB294789.1,4285,2422,6713,Caliciviridae Norovirus GII,77.207504,NC_029646,FALSE,GII.P4,100.0,Yerseke_2006a,100.0,GII.4,100.0,Yerseke_2006a,100.0
AB294788.1,4285,2422,6713,Caliciviridae Norovirus GII,77.483444,NC_029646,FALSE,GII.P4,100.0,Could not assign,,GII.4,100.0,Hunter_2004,100.0
AB294787.1,4285,2422,6713,Caliciviridae Norovirus GII,80.24283,NC_029646,FALSE,GII.P12,100.0,,,GII.4,100.0,Asia_2003,100.0
MW460194.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.239944,NC_011704,FALSE,,,,,,,,
MW460193.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.25358,NC_011704,FALSE,,,,,,,,
MW460192.1,27,7376,7400,Caliciviridae Lagovirus unclassified,82.80888,NC_011704,FALSE,,,,,,,,
MW460191.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.55266,NC_001543,FALSE,,,,,,,,
MW460190.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.25358,NC_011704,FALSE,,,,,,,,
MW460189.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.52548,NC_001543,FALSE,,,,,,,,
MW460188.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.511894,NC_001543,FALSE,,,,,,,,
MW460187.1,27,7363,7393,Caliciviridae Lagovirus unclassified,84.37117,NC_011704,FALSE,,,,,,,,
MW460186.1,27,7369,7399,Caliciviridae Lagovirus unclassified,84.41204,NC_011704,FALSE,,,,,,,,
MW460185.1,27,7369,7399,Caliciviridae Lagovirus unclassified,84.45808,NC_011704,FALSE,,,,,,,,
MW460184.1,27,7376,7403,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,89.19469,NC_001543,FALSE,,,,,,,,
MW460183.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.389915,NC_011704,FALSE,,,,,,,,
MW460182.1,27,7384,7411,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.37601,NC_001543,FALSE,,,,,,,,
MW460181.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.280846,NC_011704,FALSE,,,,,,,,
MW460180.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.29448,NC_011704,FALSE,,,,,,,,
MW460179.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.33538,NC_011704,FALSE,,,,,,,,
MW460162.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.55266,NC_001543,FALSE,,,,,,,,
MW460161.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.26721,NC_011704,FALSE,,,,,,,,
MW460160.1,27,7375,7402,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,92.63729,NC_001543,FALSE,,,,,,,,
MW460159.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.29448,NC_011704,FALSE,,,,,,,,
MW460158.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.384796,NC_011704,FALSE,,,,,,,,
MW460157.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.45808,NC_011704,FALSE,,,,,,,,
MW460156.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.417175,NC_011704,FALSE,,,,,,,,
MW460155.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.40354,NC_011704,FALSE,,,,,,,,
MW460154.1,27,7376,7403,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,89.208244,NC_001543,FALSE,,,,,,,,
MW460153.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.417175,NC_011704,FALSE,,,,,,,,
MW460152.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.36264,NC_011704,FALSE,,,,,,,,
MW460151.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.376274,NC_011704,FALSE,,,,,,,,
MW460150.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.47171,NC_011704,FALSE,,,,,,,,
MW460149.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.29448,NC_011704,FALSE,,,,,,,,
MW460148.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.19935,NC_001543,FALSE,,,,,,,,
MW460147.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.13141,NC_001543,FALSE,,,,,,,,
MW460130.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.32175,NC_011704,FALSE,,,,,,,,
MW460129.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.15858,NC_001543,FALSE,,,,,,,,
MW460128.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.45808,NC_011704,FALSE,,,,,,,,
MW460127.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.485344,NC_011704,FALSE,,,,,,,,
MW460126.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.403175,NC_001543,FALSE,,,,,,,,
MW460125.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.15858,NC_001543,FALSE,,,,,,,,
MW460124.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.19935,NC_001543,FALSE,,,,,,,,
MW460123.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.349014,NC_011704,FALSE,,,,,,,,
MW460122.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.51261,NC_011704,FALSE,,,,,,,,
MW460121.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.32175,NC_011704,FALSE,,,,,,,,
MW460120.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.349014,NC_011704,FALSE,,,,,,,,
MW460119.1,27,7370,7400,Caliciviridae Lagovirus unclassified,84.26721,NC_011704,FALSE,,,,,,,,
MW460118.1,27,7376,7400,Caliciviridae Lagovirus unclassified,82.699905,NC_011704,FALSE,,,,,,,,
MW460117.1,27,7369,7399,Caliciviridae Lagovirus unclassified,84.48017,NC_011704,FALSE,,,,,,,,
MW460116.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.335236,NC_001543,FALSE,,,,,,,,
MW460115.1,27,7385,7412,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,87.59342,NC_001543,FALSE,,,,,,,,
MW810336.1,1149,5057,6206,Caliciviridae Norovirus GIII,86.37532,NC_029645,FALSE,,,,,,,,
MW810335.1,14,7146,7160,Caliciviridae Nebovirus unclassified,86.931496,NC_006875,FALSE,,,,,,,,
MW726100.1,4342,2338,6686,Caliciviridae Norovirus GII,72.86956,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW726099.1,4351,2334,6691,Caliciviridae Norovirus GII,72.68041,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW725361.1,4393,2275,6674,Caliciviridae Norovirus GII,72.819595,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW711341.1,4387,2291,6684,Caliciviridae Norovirus GII,72.51462,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW711338.1,4351,2329,6686,Caliciviridae Norovirus GII,73.25175,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW711337.1,4345,2335,6686,Caliciviridae Norovirus GII,72.88037,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW711336.1,4351,2332,6689,Caliciviridae Norovirus GII,72.33677,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW711331.1,4351,2209,6566,Caliciviridae Norovirus GII,72.669,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW709590.1,4384,2296,6686,Caliciviridae Norovirus GII,73.08378,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW709586.1,4387,2293,6686,Caliciviridae Norovirus GII,73.21429,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW709584.1,4453,2232,6691,Caliciviridae Norovirus GII,73.2342,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW709581.1,4393,2290,6689,Caliciviridae Norovirus GII,72.93907,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MW709577.1,4351,2331,6688,Caliciviridae Norovirus GII,73.01865,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
